,Time,class,Count,From,To
544,2:00pm - 3:00pm,smallTrucks,20,South,North
545,2:00pm - 3:00pm,largeTrucks,,South,North
546,2:00pm - 3:00pm,bicycle_tricycle,,South,North
547,2:00pm - 3:00pm,jeepney,24,South,North
548,2:00pm - 3:00pm,motorela,137,South,North
549,2:00pm - 3:00pm,others,,South,North
550,3:00pm - 4:00pm,cars_SUV,320,South,North
551,3:00pm - 4:00pm,motorcycles_scooters,138,South,North
552,3:00pm - 4:00pm,taxi,115,South,North
553,3:00pm - 4:00pm,buses,,South,North
554,3:00pm - 4:00pm,smallTrucks,3,South,North
555,3:00pm - 4:00pm,largeTrucks,3,South,North
556,3:00pm - 4:00pm,bicycle_tricycle,,South,North
557,3:00pm - 4:00pm,jeepney,18,South,North
558,3:00pm - 4:00pm,motorela,144,South,North
559,3:00pm - 4:00pm,others,1,South,North
560,4:00pm - 5:00pm,cars_SUV,280,South,North
561,4:00pm - 5:00pm,motorcycles_scooters,100,South,North
562,4:00pm - 5:00pm,taxi,94,South,North
563,4:00pm - 5:00pm,buses,,South,North
564,4:00pm - 5:00pm,smallTrucks,11,South,North
565,4:00pm - 5:00pm,largeTrucks,,South,North
566,4:00pm - 5:00pm,bicycle_tricycle,,South,North
567,4:00pm - 5:00pm,jeepney,16,South,North
568,4:00pm - 5:00pm,motorela,89,South,North
569,4:00pm - 5:00pm,others,3,South,North
570,5:00pm - 6:00pm,cars_SUV,270,South,North
571,5:00pm - 6:00pm,motorcycles_scooters,112,South,North
572,5:00pm - 6:00pm,taxi,111,South,North
573,5:00pm - 6:00pm,buses,,South,North
574,5:00pm - 6:00pm,smallTrucks,3,South,North
575,5:00pm - 6:00pm,largeTrucks,,South,North
576,5:00pm - 6:00pm,bicycle_tricycle,,South,North
577,5:00pm - 6:00pm,jeepney,20,South,North
578,5:00pm - 6:00pm,motorela,130,South,North
579,5:00pm - 6:00pm,others,1,South,North
580,6:00pm - 7:00pm,cars_SUV,252,South,North
581,6:00pm - 7:00pm,motorcycles_scooters,150,South,North
582,6:00pm - 7:00pm,taxi,85,South,North
583,6:00pm - 7:00pm,buses,,South,North
584,6:00pm - 7:00pm,smallTrucks,1,South,North
585,6:00pm - 7:00pm,largeTrucks,,South,North
586,6:00pm - 7:00pm,bicycle_tricycle,,South,North
587,6:00pm - 7:00pm,jeepney,22,South,North
588,6:00pm - 7:00pm,motorela,157,South,North
589,6:00pm - 7:00pm,others,1,South,North
590,7:00pm - 8:00pm,cars_SUV,165,South,North
591,7:00pm - 8:00pm,motorcycles_scooters,74,South,North
592,7:00pm - 8:00pm,taxi,85,South,North
593,7:00pm - 8:00pm,buses,,South,North
594,7:00pm - 8:00pm,smallTrucks,4,South,North
595,7:00pm - 8:00pm,largeTrucks,,South,North
596,7:00pm - 8:00pm,bicycle_tricycle,,South,North
597,7:00pm - 8:00pm,jeepney,20,South,North
598,7:00pm - 8:00pm,motorela,136,South,North
599,7:00pm - 8:00pm,others,,South,North
600,5:00am - 6:00am,cars_SUV,,West,South
601,5:00am - 6:00am,motorcycles_scooters,,West,South
602,5:00am - 6:00am,taxi,,West,South
603,5:00am - 6:00am,buses,,West,South
604,5:00am - 6:00am,smallTrucks,,West,South
605,5:00am - 6:00am,largeTrucks,,West,South
606,5:00am - 6:00am,bicycle_tricycle,,West,South
607,5:00am - 6:00am,jeepney,,West,South
608,5:00am - 6:00am,motorela,,West,South
609,5:00am - 6:00am,others,,West,South
610,6:00am - 7:00am,cars_SUV,,West,South
611,6:00am - 7:00am,motorcycles_scooters,,West,South
612,6:00am - 7:00am,taxi,,West,South
613,6:00am - 7:00am,buses,,West,South
614,6:00am - 7:00am,smallTrucks,,West,South
615,6:00am - 7:00am,largeTrucks,,West,South
616,6:00am - 7:00am,bicycle_tricycle,,West,South
617,6:00am - 7:00am,jeepney,,West,South
618,6:00am - 7:00am,motorela,,West,South
619,6:00am - 7:00am,others,,West,South
620,7:00am - 8:00am,cars_SUV,1,West,South
621,7:00am - 8:00am,motorcycles_scooters,1,West,South
622,7:00am - 8:00am,taxi,,West,South
623,7:00am - 8:00am,buses,,West,South
624,7:00am - 8:00am,smallTrucks,,West,South
625,7:00am - 8:00am,largeTrucks,,West,South
626,7:00am - 8:00am,bicycle_tricycle,,West,South
627,7:00am - 8:00am,jeepney,,West,South
628,7:00am - 8:00am,motorela,,West,South
629,7:00am - 8:00am,others,,West,South
630,8:00am - 9:00am,cars_SUV,2,West,South
631,8:00am - 9:00am,motorcycles_scooters,6,West,South
632,8:00am - 9:00am,taxi,,West,South
633,8:00am - 9:00am,buses,,West,South
634,8:00am - 9:00am,smallTrucks,,West,South
635,8:00am - 9:00am,largeTrucks,,West,South
636,8:00am - 9:00am,bicycle_tricycle,,West,South
637,8:00am - 9:00am,jeepney,,West,South
638,8:00am - 9:00am,motorela,,West,South
639,8:00am - 9:00am,others,,West,South
640,9:00am - 10:00am,cars_SUV,7,West,South
641,9:00am - 10:00am,motorcycles_scooters,9,West,South
642,9:00am - 10:00am,taxi,,West,South
643,9:00am - 10:00am,buses,,West,South
644,9:00am - 10:00am,smallTrucks,1,West,South
645,9:00am - 10:00am,largeTrucks,,West,South
646,9:00am - 10:00am,bicycle_tricycle,,West,South
647,9:00am - 10:00am,jeepney,,West,South
648,9:00am - 10:00am,motorela,,West,South
649,9:00am - 10:00am,others,,West,South
650,10:00am - 11:00am,cars_SUV,1,West,South
651,10:00am - 11:00am,motorcycles_scooters,3,West,South
652,10:00am - 11:00am,taxi,2,West,South
653,10:00am - 11:00am,buses,,West,South
654,10:00am - 11:00am,smallTrucks,1,West,South
655,10:00am - 11:00am,largeTrucks,,West,South
656,10:00am - 11:00am,bicycle_tricycle,,West,South
657,10:00am - 11:00am,jeepney,,West,South
658,10:00am - 11:00am,motorela,1,West,South
659,10:00am - 11:00am,others,,West,South
660,11:00am - 12:00nn,cars_SUV,4,West,South
661,11:00am - 12:00nn,motorcycles_scooters,2,West,South
662,11:00am - 12:00nn,taxi,2,West,South
663,11:00am - 12:00nn,buses,,West,South
664,11:00am - 12:00nn,smallTrucks,,West,South
665,11:00am - 12:00nn,largeTrucks,,West,South
666,11:00am - 12:00nn,bicycle_tricycle,,West,South
667,11:00am - 12:00nn,jeepney,1,West,South
668,11:00am - 12:00nn,motorela,,West,South
669,11:00am - 12:00nn,others,,West,South
670,12:00nn - 1:00pm,cars_SUV,5,West,South
671,12:00nn - 1:00pm,motorcycles_scooters,6,West,South
672,12:00nn - 1:00pm,taxi,1,West,South
673,12:00nn - 1:00pm,buses,,West,South
674,12:00nn - 1:00pm,smallTrucks,,West,South
675,12:00nn - 1:00pm,largeTrucks,,West,South
676,12:00nn - 1:00pm,bicycle_tricycle,,West,South
677,12:00nn - 1:00pm,jeepney,,West,South
678,12:00nn - 1:00pm,motorela,,West,South
679,12:00nn - 1:00pm,others,,West,South
680,1:00pm - 2:00pm,cars_SUV,6,West,South
681,1:00pm - 2:00pm,motorcycles_scooters,2,West,South
682,1:00pm - 2:00pm,taxi,,West,South
683,1:00pm - 2:00pm,buses,,West,South
684,1:00pm - 2:00pm,smallTrucks,,West,South
685,1:00pm - 2:00pm,largeTrucks,,West,South
686,1:00pm - 2:00pm,bicycle_tricycle,,West,South
687,1:00pm - 2:00pm,jeepney,,West,South
688,1:00pm - 2:00pm,motorela,,West,South
689,1:00pm - 2:00pm,others,,West,South
690,2:00pm - 3:00pm,cars_SUV,2,West,South
691,2:00pm - 3:00pm,motorcycles_scooters,3,West,South
692,2:00pm - 3:00pm,taxi,1,West,South
693,2:00pm - 3:00pm,buses,,West,South
694,2:00pm - 3:00pm,smallTrucks,,West,South
695,2:00pm - 3:00pm,largeTrucks,,West,South
696,2:00pm - 3:00pm,bicycle_tricycle,,West,South
697,2:00pm - 3:00pm,jeepney,,West,South
698,2:00pm - 3:00pm,motorela,,West,South
699,2:00pm - 3:00pm,others,,West,South
700,3:00pm - 4:00pm,cars_SUV,2,West,South
701,3:00pm - 4:00pm,motorcycles_scooters,9,West,South
702,3:00pm - 4:00pm,taxi,,West,South
703,3:00pm - 4:00pm,buses,,West,South
704,3:00pm - 4:00pm,smallTrucks,,West,South
705,3:00pm - 4:00pm,largeTrucks,,West,South
706,3:00pm - 4:00pm,bicycle_tricycle,,West,South
707,3:00pm - 4:00pm,jeepney,,West,South
708,3:00pm - 4:00pm,motorela,,West,South
709,3:00pm - 4:00pm,others,,West,South
710,4:00pm - 5:00pm,cars_SUV,3,West,South
711,4:00pm - 5:00pm,motorcycles_scooters,7,West,South
712,4:00pm - 5:00pm,taxi,1,West,South
713,4:00pm - 5:00pm,buses,,West,South
714,4:00pm - 5:00pm,smallTrucks,,West,South
715,4:00pm - 5:00pm,largeTrucks,,West,South
716,4:00pm - 5:00pm,bicycle_tricycle,,West,South
717,4:00pm - 5:00pm,jeepney,,West,South
718,4:00pm - 5:00pm,motorela,,West,South
719,4:00pm - 5:00pm,others,,West,South
720,5:00pm - 6:00pm,cars_SUV,5,West,South
721,5:00pm - 6:00pm,motorcycles_scooters,6,West,South
722,5:00pm - 6:00pm,taxi,1,West,South
723,5:00pm - 6:00pm,buses,,West,South
724,5:00pm - 6:00pm,smallTrucks,,West,South
725,5:00pm - 6:00pm,largeTrucks,,West,South
726,5:00pm - 6:00pm,bicycle_tricycle,,West,South
727,5:00pm - 6:00pm,jeepney,,West,South
728,5:00pm - 6:00pm,motorela,,West,South
729,5:00pm - 6:00pm,others,,West,South
730,6:00pm - 7:00pm,cars_SUV,4,West,South
731,6:00pm - 7:00pm,motorcycles_scooters,6,West,South
732,6:00pm - 7:00pm,taxi,,West,South
733,6:00pm - 7:00pm,buses,,West,South
734,6:00pm - 7:00pm,smallTrucks,,West,South
735,6:00pm - 7:00pm,largeTrucks,,West,South
736,6:00pm - 7:00pm,bicycle_tricycle,,West,South
737,6:00pm - 7:00pm,jeepney,,West,South
738,6:00pm - 7:00pm,motorela,,West,South
739,6:00pm - 7:00pm,others,,West,South
740,7:00pm - 8:00pm,cars_SUV,3,West,South
741,7:00pm - 8:00pm,motorcycles_scooters,3,West,South
742,7:00pm - 8:00pm,taxi,,West,South
743,7:00pm - 8:00pm,buses,,West,South
744,7:00pm - 8:00pm,smallTrucks,2,West,South
745,7:00pm - 8:00pm,largeTrucks,,West,South
746,7:00pm - 8:00pm,bicycle_tricycle,,West,South
747,7:00pm - 8:00pm,jeepney,,West,South
748,7:00pm - 8:00pm,motorela,,West,South
749,7:00pm - 8:00pm,others,,West,South
750,5:00am - 6:00am,cars_SUV,5,West,East
751,5:00am - 6:00am,motorcycles_scooters,22,West,East
752,5:00am - 6:00am,taxi,5,West,East
753,5:00am - 6:00am,buses,,West,East
754,5:00am - 6:00am,smallTrucks,1,West,East
755,5:00am - 6:00am,largeTrucks,,West,East
756,5:00am - 6:00am,bicycle_tricycle,,West,East
757,5:00am - 6:00am,jeepney,1,West,East
758,5:00am - 6:00am,motorela,59,West,East
759,5:00am - 6:00am,others,8,West,East
760,6:00am - 7:00am,cars_SUV,13,West,East
761,6:00am - 7:00am,motorcycles_scooters,48,West,East
762,6:00am - 7:00am,taxi,1,West,East
763,6:00am - 7:00am,buses,,West,East
764,6:00am - 7:00am,smallTrucks,,West,East
765,6:00am - 7:00am,largeTrucks,1,West,East
766,6:00am - 7:00am,bicycle_tricycle,,West,East
767,6:00am - 7:00am,jeepney,1,West,East
768,6:00am - 7:00am,motorela,71,West,East
769,6:00am - 7:00am,others,4,West,East
770,7:00am - 8:00am,cars_SUV,35,West,East
771,7:00am - 8:00am,motorcycles_scooters,87,West,East
772,7:00am - 8:00am,taxi,8,West,East
773,7:00am - 8:00am,buses,,West,East
774,7:00am - 8:00am,smallTrucks,,West,East
775,7:00am - 8:00am,largeTrucks,,West,East
776,7:00am - 8:00am,bicycle_tricycle,,West,East
777,7:00am - 8:00am,jeepney,,West,East
778,7:00am - 8:00am,motorela,110,West,East
779,7:00am - 8:00am,others,6,West,East
780,8:00am - 9:00am,cars_SUV,75,West,East
781,8:00am - 9:00am,motorcycles_scooters,136,West,East
782,8:00am - 9:00am,taxi,14,West,East
783,8:00am - 9:00am,buses,,West,East
784,8:00am - 9:00am,smallTrucks,2,West,East
785,8:00am - 9:00am,largeTrucks,,West,East
786,8:00am - 9:00am,bicycle_tricycle,,West,East
787,8:00am - 9:00am,jeepney,,West,East
788,8:00am - 9:00am,motorela,137,West,East
789,8:00am - 9:00am,others,14,West,East
790,9:00am - 10:00am,cars_SUV,71,West,East
791,9:00am - 10:00am,motorcycles_scooters,131,West,East
792,9:00am - 10:00am,taxi,14,West,East
793,9:00am - 10:00am,buses,,West,East
794,9:00am - 10:00am,smallTrucks,6,West,East
795,9:00am - 10:00am,largeTrucks,,West,East
796,9:00am - 10:00am,bicycle_tricycle,,West,East
797,9:00am - 10:00am,jeepney,,West,East
798,9:00am - 10:00am,motorela,130,West,East
799,9:00am - 10:00am,others,8,West,East
800,10:00am - 11:00am,cars_SUV,83,West,East
801,10:00am - 11:00am,motorcycles_scooters,83,West,East
802,10:00am - 11:00am,taxi,26,West,East
803,10:00am - 11:00am,buses,,West,East
804,10:00am - 11:00am,smallTrucks,3,West,East
805,10:00am - 11:00am,largeTrucks,,West,East
806,10:00am - 11:00am,bicycle_tricycle,,West,East
807,10:00am - 11:00am,jeepney,1,West,East
808,10:00am - 11:00am,motorela,134,West,East
809,10:00am - 11:00am,others,9,West,East
810,11:00am - 12:00nn,cars_SUV,82,West,East
811,11:00am - 12:00nn,motorcycles_scooters,130,West,East
812,11:00am - 12:00nn,taxi,25,West,East
813,11:00am - 12:00nn,buses,,West,East
814,11:00am - 12:00nn,smallTrucks,4,West,East
815,11:00am - 12:00nn,largeTrucks,1,West,East
816,11:00am - 12:00nn,bicycle_tricycle,,West,East
817,11:00am - 12:00nn,jeepney,1,West,East
818,11:00am - 12:00nn,motorela,128,West,East
819,11:00am - 12:00nn,others,9,West,East
820,12:00nn - 1:00pm,cars_SUV,52,West,East
821,12:00nn - 1:00pm,motorcycles_scooters,53,West,East
822,12:00nn - 1:00pm,taxi,10,West,East
823,12:00nn - 1:00pm,buses,,West,East
824,12:00nn - 1:00pm,smallTrucks,2,West,East
825,12:00nn - 1:00pm,largeTrucks,,West,East
826,12:00nn - 1:00pm,bicycle_tricycle,,West,East
827,12:00nn - 1:00pm,jeepney,,West,East
828,12:00nn - 1:00pm,motorela,75,West,East
829,12:00nn - 1:00pm,others,1,West,East
830,1:00pm - 2:00pm,cars_SUV,66,West,East
831,1:00pm - 2:00pm,motorcycles_scooters,72,West,East
832,1:00pm - 2:00pm,taxi,19,West,East
833,1:00pm - 2:00pm,buses,,West,East
834,1:00pm - 2:00pm,smallTrucks,7,West,East
835,1:00pm - 2:00pm,largeTrucks,,West,East
836,1:00pm - 2:00pm,bicycle_tricycle,,West,East
837,1:00pm - 2:00pm,jeepney,3,West,East
838,1:00pm - 2:00pm,motorela,109,West,East
839,1:00pm - 2:00pm,others,2,West,East
840,2:00pm - 3:00pm,cars_SUV,68,West,East
841,2:00pm - 3:00pm,motorcycles_scooters,87,West,East
842,2:00pm - 3:00pm,taxi,15,West,East
843,2:00pm - 3:00pm,buses,,West,East
844,2:00pm - 3:00pm,smallTrucks,8,West,East
845,2:00pm - 3:00pm,largeTrucks,,West,East
846,2:00pm - 3:00pm,bicycle_tricycle,,West,East
847,2:00pm - 3:00pm,jeepney,1,West,East
848,2:00pm - 3:00pm,motorela,103,West,East
849,2:00pm - 3:00pm,others,2,West,East
850,3:00pm - 4:00pm,cars_SUV,88,West,East
851,3:00pm - 4:00pm,motorcycles_scooters,110,West,East
852,3:00pm - 4:00pm,taxi,13,West,East
853,3:00pm - 4:00pm,buses,,West,East
854,3:00pm - 4:00pm,smallTrucks,11,West,East
855,3:00pm - 4:00pm,largeTrucks,,West,East
856,3:00pm - 4:00pm,bicycle_tricycle,,West,East
857,3:00pm - 4:00pm,jeepney,1,West,East
858,3:00pm - 4:00pm,motorela,129,West,East
859,3:00pm - 4:00pm,others,3,West,East
860,4:00pm - 5:00pm,cars_SUV,57,West,East
861,4:00pm - 5:00pm,motorcycles_scooters,95,West,East
862,4:00pm - 5:00pm,taxi,10,West,East
863,4:00pm - 5:00pm,buses,,West,East
864,4:00pm - 5:00pm,smallTrucks,4,West,East
865,4:00pm - 5:00pm,largeTrucks,,West,East
866,4:00pm - 5:00pm,bicycle_tricycle,,West,East
867,4:00pm - 5:00pm,jeepney,3,West,East
868,4:00pm - 5:00pm,motorela,180,West,East
869,4:00pm - 5:00pm,others,1,West,East
870,5:00pm - 6:00pm,cars_SUV,45,West,East
871,5:00pm - 6:00pm,motorcycles_scooters,118,West,East
872,5:00pm - 6:00pm,taxi,15,West,East
873,5:00pm - 6:00pm,buses,,West,East
874,5:00pm - 6:00pm,smallTrucks,3,West,East
875,5:00pm - 6:00pm,largeTrucks,,West,East
876,5:00pm - 6:00pm,bicycle_tricycle,,West,East
877,5:00pm - 6:00pm,jeepney,,West,East
878,5:00pm - 6:00pm,motorela,115,West,East
879,5:00pm - 6:00pm,others,2,West,East
880,6:00pm - 7:00pm,cars_SUV,50,West,East
881,6:00pm - 7:00pm,motorcycles_scooters,71,West,East
882,6:00pm - 7:00pm,taxi,12,West,East
883,6:00pm - 7:00pm,buses,,West,East
884,6:00pm - 7:00pm,smallTrucks,5,West,East
885,6:00pm - 7:00pm,largeTrucks,,West,East
886,6:00pm - 7:00pm,bicycle_tricycle,,West,East
887,6:00pm - 7:00pm,jeepney,2,West,East
888,6:00pm - 7:00pm,motorela,112,West,East
889,6:00pm - 7:00pm,others,2,West,East
890,7:00pm - 8:00pm,cars_SUV,45,West,East
891,7:00pm - 8:00pm,motorcycles_scooters,46,West,East
892,7:00pm - 8:00pm,taxi,9,West,East
893,7:00pm - 8:00pm,buses,,West,East
894,7:00pm - 8:00pm,smallTrucks,3,West,East
895,7:00pm - 8:00pm,largeTrucks,,West,East
896,7:00pm - 8:00pm,bicycle_tricycle,,West,East
897,7:00pm - 8:00pm,jeepney,3,West,East
898,7:00pm - 8:00pm,motorela,96,West,East
899,7:00pm - 8:00pm,others,,West,East
900,5:00am - 6:00am,cars_SUV,3,East,North
901,5:00am - 6:00am,motorcycles_scooters,3,East,North
902,5:00am - 6:00am,taxi,1,East,North
903,5:00am - 6:00am,buses,,East,North
904,5:00am - 6:00am,smallTrucks,,East,North
905,5:00am - 6:00am,largeTrucks,,East,North
906,5:00am - 6:00am,bicycle_tricycle,,East,North
907,5:00am - 6:00am,jeepney,1,East,North
908,5:00am - 6:00am,motorela,7,East,North
909,5:00am - 6:00am,others,,East,North
910,6:00am - 7:00am,cars_SUV,1,East,North
911,6:00am - 7:00am,motorcycles_scooters,7,East,North
912,6:00am - 7:00am,taxi,,East,North
913,6:00am - 7:00am,buses,,East,North
914,6:00am - 7:00am,smallTrucks,,East,North
915,6:00am - 7:00am,largeTrucks,,East,North
916,6:00am - 7:00am,bicycle_tricycle,,East,North
917,6:00am - 7:00am,jeepney,,East,North
918,6:00am - 7:00am,motorela,17,East,North
919,6:00am - 7:00am,others,,East,North
920,7:00am - 8:00am,cars_SUV,,East,North
921,7:00am - 8:00am,motorcycles_scooters,16,East,North
922,7:00am - 8:00am,taxi,5,East,North
923,7:00am - 8:00am,buses,,East,North
924,7:00am - 8:00am,smallTrucks,,East,North
925,7:00am - 8:00am,largeTrucks,,East,North
926,7:00am - 8:00am,bicycle_tricycle,,East,North
927,7:00am - 8:00am,jeepney,,East,North
928,7:00am - 8:00am,motorela,39,East,North
929,7:00am - 8:00am,others,,East,North
930,8:00am - 9:00am,cars_SUV,26,East,North
931,8:00am - 9:00am,motorcycles_scooters,19,East,North
932,8:00am - 9:00am,taxi,10,East,North
933,8:00am - 9:00am,buses,,East,North
934,8:00am - 9:00am,smallTrucks,,East,North
935,8:00am - 9:00am,largeTrucks,,East,North
936,8:00am - 9:00am,bicycle_tricycle,,East,North
937,8:00am - 9:00am,jeepney,,East,North
938,8:00am - 9:00am,motorela,31,East,North
939,8:00am - 9:00am,others,,East,North
940,9:00am - 10:00am,cars_SUV,13,East,North
941,9:00am - 10:00am,motorcycles_scooters,27,East,North
942,9:00am - 10:00am,taxi,9,East,North
943,9:00am - 10:00am,buses,,East,North
944,9:00am - 10:00am,smallTrucks,,East,North
945,9:00am - 10:00am,largeTrucks,,East,North
946,9:00am - 10:00am,bicycle_tricycle,,East,North
947,9:00am - 10:00am,jeepney,,East,North
948,9:00am - 10:00am,motorela,39,East,North
949,9:00am - 10:00am,others,,East,North
950,10:00am - 11:00am,cars_SUV,14,East,North
951,10:00am - 11:00am,motorcycles_scooters,24,East,North
952,10:00am - 11:00am,taxi,7,East,North
953,10:00am - 11:00am,buses,,East,North
954,10:00am - 11:00am,smallTrucks,,East,North
955,10:00am - 11:00am,largeTrucks,,East,North
956,10:00am - 11:00am,bicycle_tricycle,,East,North
957,10:00am - 11:00am,jeepney,1,East,North
958,10:00am - 11:00am,motorela,40,East,North
959,10:00am - 11:00am,others,2,East,North
960,11:00am - 12:00nn,cars_SUV,13,East,North
961,11:00am - 12:00nn,motorcycles_scooters,24,East,North
962,11:00am - 12:00nn,taxi,14,East,North
963,11:00am - 12:00nn,buses,,East,North
964,11:00am - 12:00nn,smallTrucks,,East,North
965,11:00am - 12:00nn,largeTrucks,,East,North
966,11:00am - 12:00nn,bicycle_tricycle,,East,North
967,11:00am - 12:00nn,jeepney,,East,North
968,11:00am - 12:00nn,motorela,62,East,North
969,11:00am - 12:00nn,others,2,East,North
970,12:00nn - 1:00pm,cars_SUV,7,East,North
971,12:00nn - 1:00pm,motorcycles_scooters,12,East,North
972,12:00nn - 1:00pm,taxi,11,East,North
973,12:00nn - 1:00pm,buses,,East,North
974,12:00nn - 1:00pm,smallTrucks,,East,North
975,12:00nn - 1:00pm,largeTrucks,,East,North
976,12:00nn - 1:00pm,bicycle_tricycle,,East,North
977,12:00nn - 1:00pm,jeepney,,East,North
978,12:00nn - 1:00pm,motorela,59,East,North
979,12:00nn - 1:00pm,others,,East,North
980,1:00pm - 2:00pm,cars_SUV,31,East,North
981,1:00pm - 2:00pm,motorcycles_scooters,22,East,North
982,1:00pm - 2:00pm,taxi,18,East,North
983,1:00pm - 2:00pm,buses,,East,North
984,1:00pm - 2:00pm,smallTrucks,,East,North
985,1:00pm - 2:00pm,largeTrucks,,East,North
986,1:00pm - 2:00pm,bicycle_tricycle,,East,North
987,1:00pm - 2:00pm,jeepney,1,East,North
988,1:00pm - 2:00pm,motorela,70,East,North
989,1:00pm - 2:00pm,others,2,East,North
990,2:00pm - 3:00pm,cars_SUV,18,East,North
991,2:00pm - 3:00pm,motorcycles_scooters,29,East,North
992,2:00pm - 3:00pm,taxi,16,East,North
993,2:00pm - 3:00pm,buses,,East,North
994,2:00pm - 3:00pm,smallTrucks,,East,North
995,2:00pm - 3:00pm,largeTrucks,,East,North
996,2:00pm - 3:00pm,bicycle_tricycle,,East,North
997,2:00pm - 3:00pm,jeepney,1,East,North
998,2:00pm - 3:00pm,motorela,61,East,North
999,2:00pm - 3:00pm,others,2,East,North
1000,3:00pm - 4:00pm,cars_SUV,14,East,North
1001,3:00pm - 4:00pm,motorcycles_scooters,30,East,North
1002,3:00pm - 4:00pm,taxi,14,East,North
1003,3:00pm - 4:00pm,buses,,East,North
1004,3:00pm - 4:00pm,smallTrucks,,East,North
1005,3:00pm - 4:00pm,largeTrucks,,East,North
1006,3:00pm - 4:00pm,bicycle_tricycle,,East,North
1007,3:00pm - 4:00pm,jeepney,3,East,North
1008,3:00pm - 4:00pm,motorela,60,East,North
1009,3:00pm - 4:00pm,others,2,East,North
1010,4:00pm - 5:00pm,cars_SUV,24,East,North
1011,4:00pm - 5:00pm,motorcycles_scooters,28,East,North
1012,4:00pm - 5:00pm,taxi,1,East,North
1013,4:00pm - 5:00pm,buses,,East,North
1014,4:00pm - 5:00pm,smallTrucks,,East,North
1015,4:00pm - 5:00pm,largeTrucks,,East,North
1016,4:00pm - 5:00pm,bicycle_tricycle,,East,North
1017,4:00pm - 5:00pm,jeepney,,East,North
1018,4:00pm - 5:00pm,motorela,66,East,North
1019,4:00pm - 5:00pm,others,1,East,North
1020,5:00pm - 6:00pm,cars_SUV,14,East,North
1021,5:00pm - 6:00pm,motorcycles_scooters,19,East,North
1022,5:00pm - 6:00pm,taxi,7,East,North
1023,5:00pm - 6:00pm,buses,,East,North
1024,5:00pm - 6:00pm,smallTrucks,,East,North
1025,5:00pm - 6:00pm,largeTrucks,,East,North
1026,5:00pm - 6:00pm,bicycle_tricycle,,East,North
1027,5:00pm - 6:00pm,jeepney,1,East,North
1028,5:00pm - 6:00pm,motorela,64,East,North
1029,5:00pm - 6:00pm,others,2,East,North
1030,6:00pm - 7:00pm,cars_SUV,11,East,North
1031,6:00pm - 7:00pm,motorcycles_scooters,22,East,North
1032,6:00pm - 7:00pm,taxi,4,East,North
1033,6:00pm - 7:00pm,buses,,East,North
1034,6:00pm - 7:00pm,smallTrucks,,East,North
1035,6:00pm - 7:00pm,largeTrucks,,East,North
1036,6:00pm - 7:00pm,bicycle_tricycle,,East,North
1037,6:00pm - 7:00pm,jeepney,1,East,North
1038,6:00pm - 7:00pm,motorela,56,East,North
1039,6:00pm - 7:00pm,others,3,East,North
1040,7:00pm - 8:00pm,cars_SUV,4,East,North
1041,7:00pm - 8:00pm,motorcycles_scooters,16,East,North
1042,7:00pm - 8:00pm,taxi,2,East,North
1043,7:00pm - 8:00pm,buses,,East,North
1044,7:00pm - 8:00pm,smallTrucks,,East,North
1045,7:00pm - 8:00pm,largeTrucks,,East,North
1046,7:00pm - 8:00pm,bicycle_tricycle,,East,North
1047,7:00pm - 8:00pm,jeepney,,East,North
1048,7:00pm - 8:00pm,motorela,59,East,North
1049,7:00pm - 8:00pm,others,1,East,North
1050,5:00am - 6:00am,cars_SUV,9,East,West
1051,5:00am - 6:00am,motorcycles_scooters,30,East,West
1052,5:00am - 6:00am,taxi,2,East,West
1053,5:00am - 6:00am,buses,,East,West
1054,5:00am - 6:00am,smallTrucks,,East,West
1055,5:00am - 6:00am,largeTrucks,,East,West
1056,5:00am - 6:00am,bicycle_tricycle,,East,West
1057,5:00am - 6:00am,jeepney,28,East,West
1058,5:00am - 6:00am,motorela,68,East,West
1059,5:00am - 6:00am,others,4,East,West
1060,6:00am - 7:00am,cars_SUV,18,East,West
1061,6:00am - 7:00am,motorcycles_scooters,74,East,West
1062,6:00am - 7:00am,taxi,7,East,West
1063,6:00am - 7:00am,buses,,East,West
1064,6:00am - 7:00am,smallTrucks,,East,West
1065,6:00am - 7:00am,largeTrucks,,East,West
1066,6:00am - 7:00am,bicycle_tricycle,,East,West
1067,6:00am - 7:00am,jeepney,92,East,West
1068,6:00am - 7:00am,motorela,100,East,West
1069,6:00am - 7:00am,others,7,East,West
1070,7:00am - 8:00am,cars_SUV,35,East,West
1071,7:00am - 8:00am,motorcycles_scooters,158,East,West
1072,7:00am - 8:00am,taxi,19,East,West
1073,7:00am - 8:00am,buses,,East,West
1074,7:00am - 8:00am,smallTrucks,3,East,West
1075,7:00am - 8:00am,largeTrucks,,East,West
1076,7:00am - 8:00am,bicycle_tricycle,,East,West
1077,7:00am - 8:00am,jeepney,203,East,West
1078,7:00am - 8:00am,motorela,203,East,West
1079,7:00am - 8:00am,others,15,East,West
1080,8:00am - 9:00am,cars_SUV,85,East,West
1081,8:00am - 9:00am,motorcycles_scooters,90,East,West
1082,8:00am - 9:00am,taxi,26,East,West
1083,8:00am - 9:00am,buses,,East,West
1084,8:00am - 9:00am,smallTrucks,11,East,West
1085,8:00am - 9:00am,largeTrucks,,East,West
1086,8:00am - 9:00am,bicycle_tricycle,,East,West
